componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,969,484,BRC0028J,Nome não encontrado
Energia,kcal,233,116,BRC0028J,Nome não encontrado
Umidade,g,"63,2","31,6",BRC0028J,Nome não encontrado
Carboidrato total,g,"1,19","0,59",BRC0028J,Nome não encontrado
Carboidrato disponível,g,"1,19","0,59",BRC0028J,Nome não encontrado
Proteína,g,"15,5","7,77",BRC0028J,Nome não encontrado
Lipídios,g,"18,5","9,25",BRC0028J,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0028J,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0028J,Nome não encontrado
Cinzas,g,"1,56","0,78",BRC0028J,Nome não encontrado
Colesterol,mg,513,256,BRC0028J,Nome não encontrado
Ácidos graxos saturados,g,"4,10","2,05",BRC0028J,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,70","2,85",BRC0028J,Nome não encontrado
Ácidos graxos poliinsaturados,g,"4,89","2,45",BRC0028J,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0028J,Nome não encontrado
Cálcio,mg,"72,7","36,3",BRC0028J,Nome não encontrado
Ferro,mg,"2,09","1,04",BRC0028J,Nome não encontrado
Sódio,mg,353,176,BRC0028J,Nome não encontrado
Magnésio,mg,"16,2","8,09",BRC0028J,Nome não encontrado
Fósforo,mg,420,210,BRC0028J,Nome não encontrado
Potássio,mg,183,"91,6",BRC0028J,Nome não encontrado
Manganês,mg,"0,04","0,02",BRC0028J,Nome não encontrado
Zinco,mg,"1,46","0,73",BRC0028J,Nome não encontrado
Cobre,mg,"0,04","0,02",BRC0028J,Nome não encontrado
Selênio,mcg,"39,4","19,7",BRC0028J,Nome não encontrado
Vitamina A (RE),mcg,101,"50,9",BRC0028J,Nome não encontrado
Vitamina A (RAE),mcg,"97,6","48,8",BRC0028J,Nome não encontrado
Vitamina D,mcg,"2,74","1,37",BRC0028J,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,63","0,82",BRC0028J,Nome não encontrado
Tiamina,mg,"0,06","0,03",BRC0028J,Nome não encontrado
Riboflavina,mg,"0,32","0,16",BRC0028J,Nome não encontrado
Niacina,mg,traços,traços,BRC0028J,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0028J,Nome não encontrado
Vitamina B12,mcg,"1,21","0,61",BRC0028J,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0028J,Nome não encontrado
Equivalente de folato,mcg,"63,6","31,8",BRC0028J,Nome não encontrado
Sal de adição,g,"0,47","0,24",BRC0028J,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0028J,Nome não encontrado
Gordura de adição,g,-,-,BRC0028J,Nome não encontrado
Proteína vegetal,g,-,-,BRC0028J,Nome não encontrado
Proteína animal,g,-,-,BRC0028J,Nome não encontrado
