componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,248,136,BRC0508N,Nome não encontrado
Energia,kcal,59,32,BRC0508N,Nome não encontrado
Umidade,g,"84,1","46,3",BRC0508N,Nome não encontrado
Carboidrato total,g,"14,3","7,86",BRC0508N,Nome não encontrado
Carboidrato disponível,g,"12,5","6,90",BRC0508N,Nome não encontrado
Proteína,g,"0,81","0,45",BRC0508N,Nome não encontrado
Lipídios,g,"0,20","0,11",BRC0508N,Nome não encontrado
Fibra alimentar,g,"1,76","0,97",BRC0508N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0508N,Nome não encontrado
Cinzas,g,"0,57","0,31",BRC0508N,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0508N,Nome não encontrado
Ácidos graxos saturados,g,"0,06","0,03",BRC0508N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,01",BRC0508N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,04","0,02",BRC0508N,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0508N,Nome não encontrado
Cálcio,mg,"8,31","4,57",BRC0508N,Nome não encontrado
Ferro,mg,"0,24","0,13",BRC0508N,Nome não encontrado
Sódio,mg,"3,85","2,12",BRC0508N,Nome não encontrado
Magnésio,mg,"17,4","9,55",BRC0508N,Nome não encontrado
Fósforo,mg,"13,9","7,65",BRC0508N,Nome não encontrado
Potássio,mg,230,126,BRC0508N,Nome não encontrado
Manganês,mg,"0,19","0,10",BRC0508N,Nome não encontrado
Zinco,mg,"0,10","0,06",BRC0508N,Nome não encontrado
Cobre,mg,"0,27","0,15",BRC0508N,Nome não encontrado
Selênio,mcg,"0,21","0,12",BRC0508N,Nome não encontrado
Vitamina A (RE),mcg,"55,2","30,4",BRC0508N,Nome não encontrado
Vitamina A (RAE),mcg,"27,6","15,2",BRC0508N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0508N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,14","0,08",BRC0508N,Nome não encontrado
Tiamina,mg,"0,01","0,01",BRC0508N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0508N,Nome não encontrado
Niacina,mg,"0,17","0,09",BRC0508N,Nome não encontrado
Vitamina B6,mg,"0,05","0,03",BRC0508N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0508N,Nome não encontrado
Vitamina C,mg,"32,6","17,9",BRC0508N,Nome não encontrado
Equivalente de folato,mcg,"22,2","12,2",BRC0508N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0508N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0508N,Nome não encontrado
Gordura de adição,g,-,-,BRC0508N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0508N,Nome não encontrado
Proteína animal,g,-,-,BRC0508N,Nome não encontrado
