componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,758,416,303,BRC0725A,Nome não encontrado
Energia,kcal,182,99,72,BRC0725A,Nome não encontrado
Umidade,g,"65,4","35,9","26,1",BRC0725A,Nome não encontrado
Carboidrato total,g,"11,9","6,56","4,77",BRC0725A,Nome não encontrado
Carboidrato disponível,g,"9,39","5,17","3,76",BRC0725A,Nome não encontrado
Proteína,g,"11,9","6,53","4,75",BRC0725A,Nome não encontrado
Lipídios,g,"10,2","5,59","4,07",BRC0725A,Nome não encontrado
Fibra alimentar,g,"2,53","1,39","1,01",BRC0725A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0725A,Nome não encontrado
Cinzas,g,"0,68","0,37","0,27",BRC0725A,Nome não encontrado
Colesterol,mg,"39,6","21,8","15,8",BRC0725A,Nome não encontrado
Ácidos graxos saturados,g,"1,21","0,66","0,48",BRC0725A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,47","0,81","0,59",BRC0725A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,57","0,86","0,63",BRC0725A,Nome não encontrado
Ácidos graxos trans,g,"0,05","0,03","0,02",BRC0725A,Nome não encontrado
Cálcio,mg,"11,9","6,55","4,76",BRC0725A,Nome não encontrado
Ferro,mg,"0,37","0,20","0,15",BRC0725A,Nome não encontrado
Sódio,mg,"20,9","11,5","8,37",BRC0725A,Nome não encontrado
Magnésio,mg,"19,9","11,0","7,97",BRC0725A,Nome não encontrado
Fósforo,mg,102,"56,5","41,1",BRC0725A,Nome não encontrado
Potássio,mg,143,"79,0","57,5",BRC0725A,Nome não encontrado
Manganês,mg,"0,22","0,12","0,09",BRC0725A,Nome não encontrado
Zinco,mg,"0,72","0,40","0,29",BRC0725A,Nome não encontrado
Cobre,mg,"0,09","0,05","0,03",BRC0725A,Nome não encontrado
Selênio,mcg,"0,36","0,20","0,14",BRC0725A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0725A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0725A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0725A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,37","0,20","0,15",BRC0725A,Nome não encontrado
Tiamina,mg,"0,10","0,05","0,04",BRC0725A,Nome não encontrado
Riboflavina,mg,"0,06","0,03","0,02",BRC0725A,Nome não encontrado
Niacina,mg,"5,46","3,00","2,19",BRC0725A,Nome não encontrado
Vitamina B6,mg,"0,05","0,03","0,02",BRC0725A,Nome não encontrado
Vitamina B12,mcg,"0,08","0,04","0,03",BRC0725A,Nome não encontrado
Vitamina C,mg,"2,96","1,63","1,18",BRC0725A,Nome não encontrado
Equivalente de folato,mcg,"5,80","3,19","2,32",BRC0725A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0725A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0725A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0725A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0725A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0725A,Nome não encontrado
