componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,527,290,210,BRC0556A,Nome não encontrado
Energia,kcal,127,69,50,BRC0556A,Nome não encontrado
Umidade,g,"72,3","39,7","28,9",BRC0556A,Nome não encontrado
Carboidrato total,g,"18,2","10,0","7,29",BRC0556A,Nome não encontrado
Carboidrato disponível,g,"15,9","8,74","6,36",BRC0556A,Nome não encontrado
Proteína,g,"3,58","1,97","1,43",BRC0556A,Nome não encontrado
Lipídios,g,"4,94","2,72","1,98",BRC0556A,Nome não encontrado
Fibra alimentar,g,"2,44","1,34","0,98",BRC0556A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0556A,Nome não encontrado
Cinzas,g,"0,89","0,49","0,36",BRC0556A,Nome não encontrado
Colesterol,mg,"4,08","2,24","1,63",BRC0556A,Nome não encontrado
Ácidos graxos saturados,g,"1,39","0,76","0,56",BRC0556A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,42","0,78","0,57",BRC0556A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,81","1,00","0,73",BRC0556A,Nome não encontrado
Ácidos graxos trans,g,"0,05","0,03","0,02",BRC0556A,Nome não encontrado
Cálcio,mg,"47,0","25,9","18,8",BRC0556A,Nome não encontrado
Ferro,mg,"0,42","0,23","0,17",BRC0556A,Nome não encontrado
Sódio,mg,143,"78,9","57,4",BRC0556A,Nome não encontrado
Magnésio,mg,"20,2","11,1","8,10",BRC0556A,Nome não encontrado
Fósforo,mg,"66,3","36,5","26,5",BRC0556A,Nome não encontrado
Potássio,mg,108,"59,5","43,2",BRC0556A,Nome não encontrado
Manganês,mg,"0,19","0,11","0,08",BRC0556A,Nome não encontrado
Zinco,mg,"0,50","0,27","0,20",BRC0556A,Nome não encontrado
Cobre,mg,"0,05","0,03","0,02",BRC0556A,Nome não encontrado
Selênio,mcg,"1,60","0,88","0,64",BRC0556A,Nome não encontrado
Vitamina A (RE),mcg,"56,8","31,2","22,7",BRC0556A,Nome não encontrado
Vitamina A (RAE),mcg,"31,0","17,1","12,4",BRC0556A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0556A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,66","0,36","0,26",BRC0556A,Nome não encontrado
Tiamina,mg,"0,07","0,04","0,03",BRC0556A,Nome não encontrado
Riboflavina,mg,"0,02","0,01","0,01",BRC0556A,Nome não encontrado
Niacina,mg,"0,31","0,17","0,12",BRC0556A,Nome não encontrado
Vitamina B6,mg,"0,07","0,04","0,03",BRC0556A,Nome não encontrado
Vitamina B12,mcg,"0,13","0,07","0,05",BRC0556A,Nome não encontrado
Vitamina C,mg,"3,25","1,79","1,30",BRC0556A,Nome não encontrado
Equivalente de folato,mcg,"11,1","6,11","4,44",BRC0556A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0556A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0556A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0556A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0556A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0556A,Nome não encontrado
